,NtsbNo,EventType,Mkey,EventDate,City,State,Country,ReportNo,N#,SerialNumber,HasSafetyRec,Mode,ReportType,OriginalPublishedDate,DocketOriginalPublishedDate,HighestInjuryLevel,FatalInjuryCount,SeriousInjuryCount,MinorInjuryCount,ProbableCause,Findings,EventID,Latitude,Longitude ,Make,Model,AirCraftCategory,AirportID,AirportName,AmateurBuilt,NumberOfEngines,EngineType,Scheduled,PurposeOfFlight,FAR,AirCraftDamage,WeatherCondition,Operator,BroadPhaseofFlight,ReportStatus,RepGenFlag,MostRecentReportType,DocketUrl,ReportUrl,UTC_YEAR,count,Make_final,UTC_MTH,UTC_DAY,UTC_HOUR,UTC_WEEKDAY
22512,ENG15WA021,INC,91189.0,2015-03-25T07:30:00Z,Oslo,,Norway,,LN-RPA,28290,False,Aviation,,,,,0.0,0.0,0.0,,,,,,BOEING,737 - 683,AIR,ENGM,Oslo Airport Gardermoen,false,2,UNK,SCHD,,,,Unknown,Scandinavian Airlines System,Approach,,,,,,2015,,Boeing,3,25,7,Wednesday
22513,DCA15WA106,INC,90986.0,2015-03-25T06:30:00Z,Lametia,,Italy,,EI-EGC,38492,False,Aviation,,,,,0.0,0.0,0.0,,,,,,THE BOEING COMPANY,BOEING 737-8AS,AIR,,,false,2,,,,,Minor,,Ryanair,Initial Climb,,,,,,2015,,Boeing,3,25,6,Wednesday
22514,DCA15WA103,INC,90983.0,2015-03-25T00:25:00Z,Tarapoto,,Peru,,OB-1851,22133,False,Aviation,,,,,0.0,0.0,0.0,,,,,,BOEING,737,AIR,,,false,,,,,,,,,Approach,,,,,,2015,,Boeing,3,25,0,Wednesday
22520,DCA15WA093,ACC,90914.0,2015-03-24T10:47:00Z,Barcellonette,,France,,D-AIPX,147,False,Aviation,,,,Fatal,152.0,0.0,0.0,,,,,,AIRBUS INDUSTRIE,A320-211,AIR,,,false,2,,,,,Destroyed,,Lufthansa,Enroute,,,Prelim,,,2015,,Airbus,3,24,10,Tuesday
22555,DCA15WA097,INC,90923.0,2015-03-15T11:10:00Z,Bangkok,,Thailand,,PH-BVB,36145,False,Aviation,,,,,0.0,0.0,0.0,,,,,,BOEING 777-306ER,300,AIR,,,false,2,,,,,Minor,,KLM Royal Dutch Airlines,Enroute,,,,,,2015,,Boeing,3,15,11,Sunday
22562,ANC15LA015,ACC,90869.0,2015-03-13T07:15:00Z,Anchorage,Alaska,United States,,N814EH,2641,False,Aviation,DirectorBrief,2016-04-04T04:00:00Z,2016-02-11T16:33:00Z,,0.0,0.0,0.0,"The failure of the ball bearing within the pitch change spider assembly due to its operation with no grease within the bearing, which resulted in the subsequent fracture of the spider assembly and a loss of tail rotor control authority. Also causal to the accident were the overhaul facility’s failure to follow the helicopter manufacturer’s spider assembly overhaul procedures, which resulted in the assembly leaving the facility with no grease in the bearing, and the mechanic’s failure to complete all of the tasks on the 600-flight-hour/24-month inspection checklist, which led to the lack of grease in the bearing going undetected.","Aircraft - Aircraft propeller/rotor - Rotorcraft flight control - Tail rotor control system - Failure, Aircraft - Fluids/misc hardware - Fluids - Grease - Fluid level, Aircraft - Aircraft oper/perf/capability - Performance/control parameters - Prop/rotor parameters - Attain/maintain not possible, Aircraft - Aircraft propeller/rotor - Rotorcraft flight control - Tail rotor control system - Inadequate inspection, Aircraft - Aircraft propeller/rotor - Rotorcraft flight control - Tail rotor control system - Not inspected, Personnel issues - Task performance - Inspection - Scheduled/routine inspection - Maintenance personnel, Organizational issues - Support/oversight/monitoring - Oversight - Oversight of maintenance - Maintenance provider, Aircraft - Fluids/misc hardware - Fluids - Grease - Incorrect service/maintenance",,61.22861,-150.870834,AIRBUS,AS350 B2,HELI,,,false,1,TS,NSCH,,135,Substantial,VMC,ERICKSON HELICOPTERS,Enroute,Completed,,Final,https://data.ntsb.gov/Docket?ProjectID=90869,https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/90869/pdf,2015,,Airbus,3,13,7,Friday
22567,ERA15CA162,ACC,90894.0,2015-03-12T11:00:00Z,St Marys,Pennsylvania,United States,,N7772J,75-8175,False,Aviation,DirectorBrief,2015-08-11T04:00:00Z,2015-07-28T20:55:00Z,,0.0,0.0,0.0,"The pilot's failure to maintain directional control while landing in a gusty crosswind, which resulted in a runway excursion and a nose over.","Aircraft - Aircraft oper/perf/capability - Performance/control parameters - Crosswind correction - Not attained/maintained, Personnel issues - Task performance - Use of equip/info - Aircraft control - Pilot, Environmental issues - Conditions/weather/phenomena - Wind - Crosswind - Effect on operation, Environmental issues - Conditions/weather/phenomena - Wind - Gusts - Effect on operation",,41.412498,-78.502502,BOEING,A75N1(PT17),AIR,OYM,ST MARYS MUNI,false,1,REC,,PERS,091,Substantial,VMC,COX DAVID L,Landing,Completed,,Final,https://data.ntsb.gov/Docket?ProjectID=90894,https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/90894/pdf,2015,,Boeing,3,12,11,Thursday
22593,CEN15FA164,ACC,90830.0,2015-03-07T00:10:00Z,St Louis,Missouri,United States,,N356AM,7006,True,Aviation,DirectorBrief,2016-06-22T04:00:00Z,2016-06-09T12:32:00Z,Fatal,1.0,0.0,0.0,"The pilot's decision to land during unfavorable wind conditions, which resulted in a loss of control due to settling with power. Contributing to the accident were the lack of an adequate approach path due to numerous obstructions and the lack of available guidance regarding the helicopter's performance capabilities in the right quartering tailwind condition.","Personnel issues - Action/decision - Action - (general) - Pilot, Aircraft - Aircraft oper/perf/capability - Performance/control parameters - Descent rate - Attain/maintain not possible, Environmental issues - Physical environment - Object/animal/substance - (general) - Effect on operation, Aircraft - Aircraft oper/perf/capability - Performance/control parameters - Descent/approach/glide path - Not specified, Environmental issues - Conditions/weather/phenomena - Wind - Tailwind - Contributed to outcome, Environmental issues - Conditions/weather/phenomena - Wind - High wind - Contributed to outcome, Aircraft - Aircraft systems - Fuel system - Fuel storage - Not installed/available",,38.622222,-90.233612,Airbus Helicopters (Eurocopte,EC-130-B4,HELI,MO55,St Louis University Hospital H,false,1,TS,,POSI,091,Destroyed,VMC,Air Methods Corporation,Approach,Completed,,Final,https://data.ntsb.gov/Docket?ProjectID=90830,https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/90830/pdf,2015,,Airbus,3,7,0,Saturday
22624,DCA15WA080,ACC,90798.0,2015-02-25T20:00:00Z,Bordeaux,,France,,EI-DAC,29938,False,Aviation,,,,Serious,0.0,2.0,0.0,,,,,,BOEING,737 - 8AS,AIR,,,false,,,,,,,,,Enroute,,,,,,2015,,Boeing,2,25,20,Wednesday
22625,DCA15WA075,ACC,90791.0,2015-02-25T18:27:00Z,Jeddah,,Saudi Arabia,,HZ-AIX,,False,Aviation,,,,,0.0,0.0,0.0,,,,,,BOEING,747 - 468,AIR,,,false,,,,,,,,,Takeoff,,,,,,2015,,Boeing,2,25,18,Wednesday
22643,ENG15RA015,INC,90887.0,2015-02-17T05:00:00Z,"Islamabad, Pakistan",,Pakistan,,JY-JAG,24757,False,Aviation,,,,,0.0,0.0,0.0,,,,,,BOEING,767 - 204ER,AIR,ISB,Islamabad International,false,,TF,SCHD,,,Minor,,Shaneen Air International,Takeoff,,,,,,2015,,Boeing,2,17,5,Tuesday
22655,ENG15WA034,INC,92065.0,2015-02-15T05:00:00Z,Tehran,,Iran,,EP-TTB,0314,False,Aviation,,,,,0.0,0.0,0.0,,,,,,AIRBUS,A320,AIR,,,false,,TF,,,,,,,Initial Climb,,,,,,2015,,Airbus,2,15,5,Sunday
22656,DCA15LA067,ACC,90744.0,2015-02-15T02:03:00Z,HONOLULU,Pacific Ocean,United States,,N59053,29448,False,Aviation,DirectorBrief,2020-06-08T04:00:00Z,2020-07-14T05:10:00Z,Serious,0.0,1.0,4.0,an encounter with convective turbulence associated with a forecasted area of thunderstorms.,Environmental issues - Conditions/weather/phenomena - Turbulence - Convective turbulence - Effect on personnel,,22.608888,-153.843048,BOEING,767,AIR,,,false,,,SCHD,,121,,IMC,UNITED AIR LINES INC,Enroute,Completed,,Final,https://data.ntsb.gov/Docket?ProjectID=90744,https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/90744/pdf,2015,,Boeing,2,15,2,Sunday
22721,ENG15RA006,INC,90658.0,2015-01-22T17:00:00Z,Budapest,,Hungary,,VT-ANL,36283,False,Aviation,,,,,0.0,0.0,0.0,,,,,,BOEING,787-8,AIR,,,false,2,TF,SCHD,,NUSC,,,AIR INDIA LIMITED,Enroute,,,,,,2015,,Boeing,1,22,17,Thursday
22750,DCA15WA074,INC,90786.0,2015-01-13T19:50:00Z,Novosibirisk,,Russia,,HL7417,,False,Aviation,,,,,0.0,0.0,0.0,,,,,,BOEING,747 - 406,AIR,,,false,,,,,,,,,Enroute,,,,,,2015,,Boeing,1,13,19,Tuesday
22761,DCA15WA049,ACC,90591.0,2015-01-10T05:00:00Z,Accra,,Ghana,,ET-AQV,,False,Aviation,,,,Minor,0.0,0.0,3.0,,,,5.594722,-0.170555,BOEING,737,AIR,,,false,,,,,NUSC,Substantial,,,Landing,,,,,,2015,,Boeing,1,10,5,Saturday
22883,DCA15WA212,INC,93277.0,2014-12-30T11:00:00Z,Lahore,,Pakistan,,AP-BJN,,False,Aviation,,,,,0.0,0.0,0.0,,,,31.508888,74.405281,BOEING,737,AIR,,,false,,,,,NUSC,Minor,,,Approach,,,,,,2014,,Boeing,12,30,11,Tuesday
22892,DCA15WA046,ACC,90542.0,2014-12-28T05:00:00Z,Pangkalan Bun,,Indonesia,,PK-AXC,3648,False,Aviation,,,,Fatal,162.0,0.0,0.0,,,,,,AIRBUS,A320 - 216,AIR,,,false,,,,,,Destroyed,,,Enroute,,,,,,2014,,Airbus,12,28,5,Sunday
22897,ENG15WA019,INC,91119.0,2014-12-26T05:00:00Z,"Athens, Greece",,Greece,,F-GRSQ,501,False,Aviation,,,,,0.0,0.0,0.0,,,,,,AIRBUS,A330 - 201,AIR,,,false,,,,,,,,,Enroute,,,,,,2014,,Airbus,12,26,5,Friday
22913,DCA15WA043,ACC,90532.0,2014-12-17T07:05:00Z,London,,United Kingdom,,EI-EBR,37530,False,Aviation,,,,,0.0,0.0,0.0,,,,,,BOEING,737-800,AIR,,,false,,,,,,Substantial,,,Standing,,,,,,2014,,Boeing,12,17,7,Wednesday
22914,DCA15RA045,INC,90541.0,2014-12-17T06:43:00Z,Warsaw,,Poland,,DALED,,False,Aviation,,,,,0.0,0.0,0.0,,,,,,BOEING,757 - 236,AIR,,,false,,,,,,,,,Takeoff,,,,,,2014,,Boeing,12,17,6,Wednesday
22918,DCA15WA041,ACC,90526.0,2014-12-16T05:00:00Z,Ishikawa,,Japan,,N751AN,30798,False,Aviation,,,,Serious,0.0,2.0,10.0,,,,,,BOEING,777 223,AIR,,,false,2,,,,NUSC,,,American Airlines,Enroute,,,,,,2014,,Boeing,12,16,5,Tuesday
22921,CEN15WA108,ACC,90618.0,2014-12-15T05:00:00Z,Lake Siutghiol,,Romania,,348,,False,Aviation,,,,Fatal,4.0,0.0,0.0,,,,44.246387,28.6,AIRBUS HELICOPTER,EC135T2+,HELI,,,false,,,,,,Substantial,,,Enroute,,,,,,2014,,Airbus,12,15,5,Monday
22925,DCA15CA037,ACC,90507.0,2014-12-12T21:30:00Z,Baltimore,Maryland,United States,,N7710A,32656,False,Aviation,DirectorBrief,2015-09-01T04:00:00Z,2015-09-03T10:48:00Z,,0.0,0.0,0.0,an inadvertent encounter with birds during approach to land that resulted in substantial damage.,Environmental issues - Physical environment - Object/animal/substance - Animal(s)/bird(s) - Contributed to outcome,,39.175277,-76.668334,BOEING,737,AIR,BWI,Baltimore Washington Internati,false,,TF,SCHD,,121,Substantial,VMC,"Southwest Airlines, Co.",Approach,Completed,,Final,https://data.ntsb.gov/Docket?ProjectID=90507,https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/90507/pdf,2014,,Boeing,12,12,21,Friday
22930,DCA15CA050,ACC,90607.0,2014-12-11T09:30:00Z,San Jose,California,United States,,N481WN,29853,False,Aviation,DirectorBrief,2015-11-19T05:00:00Z,2015-11-19T17:15:00Z,Serious,0.0,1.0,0.0,an inadvertent encounter with convective turbulence during descent.,Environmental issues - Conditions/weather/phenomena - Turbulence - Convective turbulence - Effect on personnel,,37.362777,-121.929168,BOEING,737 7H4,AIR,,,false,2,TF,SCHD,,121,,IMC,Southwest Airlines,Enroute,Completed,,Final,https://data.ntsb.gov/Docket?ProjectID=90607,https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/90607/pdf,2014,,Boeing,12,11,9,Thursday
22943,ENG15WA005,INC,90514.0,2014-12-06T11:30:00Z,Magadan,,Russia,,VQ-BPY,25597,False,Aviation,,,,,0.0,0.0,0.0,,,,,,BOEING,757 - 236,AIR,UHMM,Magadan,false,,,,,,,,,Enroute,,,,,,2014,,Boeing,12,6,11,Saturday
22977,DCA15CA035,ACC,90493.0,2014-11-24T20:20:00Z,Valdosta,Georgia,United States,,N16217,28777,False,Aviation,DirectorBrief,2015-09-01T04:00:00Z,2015-09-14T16:04:00Z,Serious,0.0,1.0,12.0,an inadvertent encounter with clear air turbulence while the flight attendants were returning to their seats.,Environmental issues - Conditions/weather/phenomena - Turbulence - Convective turbulence - Effect on personnel,,30.780555,-83.279724,BOEING,737 824,AIR,,,false,2,TF,SCHD,,121,,IMC,UNITED AIR LINES INC,Enroute,Completed,,Final,https://data.ntsb.gov/Docket?ProjectID=90493,https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/90493/pdf,2014,,Boeing,11,24,20,Monday
22990,DCA15CA025,ACC,90413.0,2014-11-20T21:00:00Z,Dallas,Texas,United States,,"N263WN, N8314L","32520, 36990",False,Aviation,DirectorBrief,2015-11-19T05:00:00Z,2015-11-19T17:08:00Z,,0.0,0.0,0.0,N263WN captain's failure to maintain a safe clearance from the parked N8314L resulting in a ground collision.,Personnel issues - Action/decision - Action - Incorrect action performance - Pilot,,32.841667,-96.84999800000001,"BOEING, BOEING","737 7H4, 737-8H4","AIR, AIR",DAL,Dallas,"false, false","2, 2","TF, TF",SCHD,FLTS,"091, 121","Minor, Substantial",VMC,"Southwest Airlines, Southwest Airlines",Taxi,Completed,,Final,https://data.ntsb.gov/Docket?ProjectID=90413,https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/90413/pdf,2014,,Boeing,11,20,21,Thursday
23027,DCA15WA028,ACC,90452.0,2014-11-07T05:00:00Z,Kabul,,Afghanistan,,YA-PIE,26086,False,Aviation,,,,,0.0,0.0,0.0,,,,,,BOEING,737-400,AIR,,,false,,,,,,Substantial,,,Landing,,,,,,2014,,Boeing,11,7,5,Friday
23031,DCA15WA024,INC,90363.0,2014-11-04T09:56:00Z,Lima,,Peru,,N644UA,25094,False,Aviation,,,,,0.0,0.0,0.0,,,,,,BOEING,767 322,AIR,,,false,2,TF,,,,,,United Airlines,,,,,,,2014,,Boeing,11,4,9,Tuesday
23085,DCA15CA012,ACC,90290.0,2014-10-22T19:57:00Z,Minneapolis,Minnesota,United States,,"N622CZ, N67171","17000219, 30839",False,Aviation,DirectorBrief,2015-09-01T04:00:00Z,2015-01-20T20:19:00Z,,0.0,0.0,0.0,the B757 Captain's failure to maintain a safe clearance between his wing and the wingtip of the ERJ-170.   Contributing to the accident was the positioning of the ERJ-170 by the Compass ground personnel.,"Personnel issues - Action/decision - Action - Incorrect action selection - Pilot of other aircraft, Aircraft - Aircraft handling/service - Towing and taxiing - Towing - Not specified",,44.880554,-93.213607,"EMBRAER-EMPRESA BRASILEIRA DE, BOEING","ERJ 170 200 LR, 757 232","AIR, AIR",MSP,Minneapolis St Paul,"false, false",2,TF,"SCHD, SCHD",,"121, 121","Substantial, Minor",VMC,"Compass Airlines, DELTA AIR LINES INC",Pushback/Tow,Completed,,Final,https://data.ntsb.gov/Docket?ProjectID=90290,https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/90290/pdf,2014,,Boeing,10,22,19,Wednesday
23087,DCA15WA013,INC,90291.0,2014-10-22T00:00:00Z,Dubai,,United Arab Emirates,,A6-EMJ,,False,Aviation,,,,,0.0,0.0,0.0,,,,,,BOEING,777,,,,false,,,,,,,,,Enroute,,,,,,2014,,Boeing,10,22,0,Wednesday
23088,DCA15WA015,INC,90323.0,2014-10-22T00:00:00Z,Frankfurt,,Germany,,N120UA,29166,False,Aviation,,,,,0.0,0.0,0.0,,,,,,BOEING,747 422,AIR,,,false,4,TF,,,,Minor,,United Airlines,Landing,,,,,,2014,,Boeing,10,22,0,Wednesday
23105,CEN15TA017,ACC,90274.0,2014-10-17T12:45:00Z,Lordsburg,New Mexico,United States,,N852BP,3592,False,Aviation,DirectorBrief,2015-06-01T04:00:00Z,2015-04-27T17:53:00Z,Minor,0.0,0.0,1.0,"The pilot’s failure to maintain adequate drift control and skid clearance from the ground during takeoff, which resulted in a dynamic rollover when the aft right skid contacted a rock.","Personnel issues - Task performance - Use of equip/info - Aircraft control - Pilot, Personnel issues - Action/decision - Action - Incorrect action sequence - Pilot, Aircraft - Aircraft oper/perf/capability - Performance/control parameters - Directional control - Not attained/maintained",,31.569723,-108.873886,AIRBUS HELICOPTERS,AS 350 B3,HELI,,,false,,TS,,PUBF,PUBU,Substantial,VMC,US Customs and Border Protection,Takeoff,Completed,,Final,https://data.ntsb.gov/Docket?ProjectID=90274,https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/90274/pdf,2014,,Airbus,10,17,12,Friday
23106,ENG15WA008,INC,90735.0,2014-10-17T08:40:00Z,Zurich,,Switzerland,,YU-APA,,False,Aviation,,,,,0.0,0.0,0.0,,,,,,AIRBUS,A319 - 132,AIR,LSZH,Zürich Airport,false,,TF,SCHD,,UNK,,,Air Serbia,Takeoff,,,,,,2014,,Airbus,10,17,8,Friday
23110,DCA15LA011,ACC,90269.0,2014-10-16T14:47:00Z,Lanai,Hawaii,United States,,N301KH,27904,False,Aviation,DirectorBrief,2020-04-06T04:00:00Z,,,0.0,0.0,0.0,"the improper loading and securing of the cargo pallets, which shifted on departure, resulting in substantial damage to the aft pressure bulkhead.",Aircraft - Aircraft handling/service - Loading - (general) - Incorrect use/operation,,20.78,-156.949996,BOEING,737 330,AIR,LNY,Lanai Airport,false,2,TF,NSCH,,121,Substantial,VMC,ALOHA AIRLINES INC,Standing,Completed,,Final,,https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/90269/pdf,2014,,Boeing,10,16,14,Thursday
23135,ENG15IA037,INC,90240.0,2014-10-10T13:00:00Z,London,,United Kingdom,,N26906,34829,False,Aviation,DirectorBrief,2018-04-23T04:00:00Z,2018-04-23T18:35:00Z,,0.0,0.0,0.0,A shutdown of the displays due to the inability to operate through a rapid transient radiated electric field brought on by a near field lightning strike.  Contributing to the loss of displays for the remainder of the flight was the lack of guidance to the crew to perform a controlled power reset to the display.,"Aircraft - Aircraft systems - Indicating/recording systems - Central display - Failure, Aircraft - Aircraft systems - Indicating/recording systems - Central display - Capability exceeded",,51.4775,-0.461388,BOEING,787-8,AIR,EGLL,Heathrow International Airport,false,,,SCHD,,121,Minor,Unknown,UNITED AIRLINES INC,Initial Climb,Completed,,Final,https://data.ntsb.gov/Docket?ProjectID=90240,https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/90240/pdf,2014,,Boeing,10,10,13,Friday
23148,DCA15FA004,ACC,90212.0,2014-10-05T18:52:00Z,Jamaica,New York,United States,,"N572RP, JY-AID","14500828, 22",False,Aviation,DirectorBrief,2016-08-24T04:00:00Z,2015-12-01T15:19:00Z,,0.0,0.0,0.0,The A340 captain's failure to maintain adequate clearance between his wing and the tail of the EMB-145.,Personnel issues - Action/decision - Info processing/decision - Decision making/judgment - Pilot of other aircraft,,40.639999,-73.77861,"EMBRAER, AIRBUS","EMB 145LR, A340-212","AIR, AIR",JFK,John F Kennedy International A,"false, false","2, 4","TF, TF","SCHD, SCHD",,"121, 129","Substantial, Minor",VMC,"CHAUTAUQUA AIRLINES INC, ALIA-THE ROYAL JORDANIAN AIRLINE",Taxi,Completed,,Final,https://data.ntsb.gov/Docket?ProjectID=90212,https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/90212/pdf,2014,,Airbus,10,5,18,Sunday
23160,DCA15WA021,INC,90360.0,2014-10-04T04:00:00Z,Karachi,,Pakistan,,A6-EAQ,,False,Aviation,,,,,0.0,0.0,0.0,,,,,,AIRBUS,330-200,AIR,,,false,,,,,,Minor,,,Pushback/Tow,,,,,,2014,,Airbus,10,4,4,Saturday
23164,DCA15WA002,ACC,90202.0,2014-10-03T10:00:00Z,Buenos Aires,,Argentina,,N772AN,29580,False,Aviation,,,,Serious,0.0,1.0,1.0,,,,-34.593055,-58.396945,BOEING,777 223,AIR,,,false,2,,SCHD,,121,,,AMERICAN AIRLINES INC,Enroute,,,Prelim,,,2014,,Boeing,10,3,10,Friday
23177,DCA15WA042,INC,90530.0,2014-09-29T09:16:00Z,Geneva,,Switzerland,,TC-AJP,,False,Aviation,,,,,0.0,0.0,0.0,,,,,,BOEING,737-800,AIR,,,false,,,,,,,,,Enroute,,,,,,2014,,Boeing,9,29,9,Monday
23196,DCA14WA173,INC,90193.0,2014-09-25T05:35:00Z,Makassar,,Indonesia,,PK-CKJ,,False,Aviation,,,,,0.0,0.0,0.0,,,,,,BOEING,737 - 3L9,AIR,,,false,,,,,,Minor,,,,,,,,,2014,,Boeing,9,25,5,Thursday
23197,DCA15WA039,ACC,90524.0,2014-09-25T04:00:00Z,Belo Horizonte,,Brazil,,PR-GOR,,False,Aviation,,,,,0.0,0.0,0.0,,,,,,BOEING,737-700,AIR,,,false,,,,,,,,,Enroute,,,,,,2014,,Boeing,9,25,4,Thursday
23213,ENG14IA027,INC,90120.0,2014-09-21T14:05:00Z,Atlanta,Georgia,United States,,N669US,24224,False,Aviation,DirectorBrief,2016-09-28T04:00:00Z,2016-08-31T19:27:00Z,,0.0,0.0,0.0,Turbine Overhaul Service's aggressive grit blasting and incomplete masking of the blade root neck that allowed the no grit blast area being exposed during the overhaul of the blade resulting in blasting media being embedded in the blade root from which a fatigue crack developed.  The fatigue crack propagated until separation of the blade occurred that resulted in a complete loss of engine power.  The fire was caused by the B-nut on the hydraulic line from the fuel pump and pulsation damper loosening from engine vibration after the compressor blade separated spraying high pressure fluid into the engine compartment that ignited on the hot engine cases.,Personnel issues - Task performance - Use of equip/info - Use of equip/system - Maintenance personnel,,34.636943,-84.428054,BOEING,747,AIR,ATL,HARTSFIELD - JACKSON ATLANTA I,false,4,TF,SCHD,,121,,VMC,Delta Air Lines,Initial Climb,Completed,,Final,https://data.ntsb.gov/Docket?ProjectID=90120,https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/90120/pdf,2014,,Boeing,9,21,14,Sunday
